text,intent
"@AmazonHelp Hi, I need help with my order.Kindly provide a link where I can contact customer care.",Account / Contact Support
Looks forward to game release for a very long time. Pre-orders. @AmazonHelp emails you on day of release they don't have it in stock. Fuming,Account / Contact Support
Bitte sperrt meinen Account die nächsten 7 Tage @AmazonHelp 😩 #CyberMonday,Account / Contact Support
"@AmazonHelp I received an email as a Prime Customer for £15 off an Amazon Fire Stick, but the promotional code WASN'T on it?  Can you help?",Account / Contact Support
"@AmazonHelp Happy to DM my account email address, and you can look at the 3 live chat complaints raised this week, advising from there?",Account / Contact Support
@AmazonHelp I contacted support for last 3 days but no use.,Account / Contact Support
"@AmazonHelp 405-5346082-8912369 It's an my product id...
I don't need cheque I need refund my money back in my bank account ....",Account / Contact Support
"@AmazonHelp @115850 @115821 I am awaiting response on this, there are no replies on the emails as well, even after TAT is passed again.",Account / Contact Support
@AmazonHelp Carrier is AMZL US. Haven’t contacted them since I woke up this morning and it said it was out for delivery again.,Account / Contact Support
@AmazonHelp I have contacted them not that they much help only ever insisting they did come when they clearly didn’t !!  This keeps happening .. im not impressed,Account / Contact Support
@AmazonHelp The same mail reply when ever i contact cs your refund will be initiated with your bank shortly. Your bank may take 2-4 business,Account / Contact Support
@AmazonHelp I can’t seem to log into my account either,Account / Contact Support
"@AmazonHelp My id is __email__

From this id i booked a product but i not got still refund .plzz check",Account / Contact Support
@AmazonHelp Order I'd 183166026777 and contact number 8700669715,Account / Contact Support
"@AmazonHelp you know irony is tht i checked, but i cud find only promotional emails #atrociousamazon",Account / Contact Support
"@AmazonHelp Sorry, I've just sent an email. Thanks.",Account / Contact Support
"@AmazonHelp but the money has already been debited from my account, how do I resolve this please",Account / Contact Support
"Anyone else having problems with""look inside"" asking you sign in for more pages with no effect. @115821 @AmazonHelp",Account / Contact Support
@AmazonHelp Thanks I've just emailed hope this gets sorted soon,Account / Contact Support
"@AmazonHelp Signing off for today, I would be grateful for the link requested, it has to be possible to restore an account when purchase receipts are present and Name and address of the account holder is known, my email address seems to be the problem but only with @115821",Account / Contact Support
@AmazonHelp I have just submitted the ticket via email. I'm located out of Germany in Singapore so phone didn't work for me.,Account / Contact Support
"@AmazonHelp I already tried to cancel it; I got an email telling me it couldn't be done. I'm confused as to why, since it was not a third party listing, it was 100% amazon according to the order details.",Account / Contact Support
@AmazonHelp Um i did that and it just led me to contact the seller again which the seller isn’t messaging back is there a customer service number??? Just wanna know how i can either get refunded or my order?,Account / Contact Support
"@AmazonHelp Details shared. No one contacted, no refund either.",Account / Contact Support
@AmazonHelp Product is not delivered though showing in my account that delivered.,Account / Contact Support
@AmazonHelp I told her I was tweeting suddenly I got options so they're going to apply the credit to my account thank u for having my back,Account / Contact Support
@AmazonHelp you’ve taken Money out of my bank account for a membership I don’t even have?!!!!,Account / Contact Support
@AmazonHelp Yes umpteen times I have done &amp; contacted u but nothing happened. #whenitwillbedone,Account / Contact Support
"@AmazonHelp ya contacté con Amazon por teléfono, buena atención al cliente y preocupación por el envío, muchas gracias.",Account / Contact Support
@AmazonHelp Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service,Account / Contact Support
"@AmazonHelp Pls close my Amazon account I am not at all satisfied with your resolution and services

Thanks
Gagan Kapur",Account / Contact Support
"@AmazonHelp I just got off of the phone with a rep (1 hour call) who said they would credit my account the $50 that was ""loss"" in cyber space. I do not see the credit yet. I was told it will take 24 hours so I am hopeful and will touch bases if it doesn't happen",Account / Contact Support
"@AmazonHelp I still haven’t gotten my money or my account back, should I be concerned?",Account / Contact Support
@AmazonHelp __email__ my account is blocked please  unlock my account,Account / Contact Support
"@AmazonHelp They haven't provided that information. They say to change the password for one of my accounts (I have attempted to and still cannot sign-in), and ignore my inability to not login to my other account.",Account / Contact Support
@AmazonHelp Only content am getting from your email is*you will be updated soon*but what I am expecting is status of order on when delivery will happen.,Account / Contact Support
@AmazonHelp AmazonDrive seems to be linked to the .it domain but I use the very same Amazon account on the .co.uk one as well.,Account / Contact Support
@AmazonHelp I was triple billed. When I emailed customer service I received a curt response. I called and was treated even more rudely.,Account / Contact Support
@123967 Hey @AmazonHelp-USPS hasn’t “been able” to contact their own post office regarding my order. Shows delivered Saturday but nothing was delivered. Please stop using them! #badcustomerservice,Account / Contact Support
@AmazonHelp you can’t transfer an amazon balance to a different account? Really?,Account / Contact Support
@AmazonHelp Dont wanna waste my time sorry.....amount’s not deducted from the credit account..so ll hop onto @118702 thq,Account / Contact Support
"@AmazonHelp Hola, es que cuando hago login me manda a una página que ya leí, pero necesito hablar con un asesor",Account / Contact Support
